,Season,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR
1,2011.0,Red Sox,2269.0,6414.0,203.0,875.0,842.0,102.0,0.09,0.17300000000000001,0.181,0.314,0.28,0.349,0.461,0.352,117.0,-12.2,114.3,21.1,36.2
2,2016.0,Cubs,2194.0,6335.0,199.0,808.0,767.0,66.0,0.10400000000000001,0.21100000000000002,0.173,0.302,0.256,0.343,0.429,0.333,106.0,17.3,61.3,89.6,36.1
3,2015.0,Blue Jays,2337.0,6231.0,232.0,891.0,852.0,88.0,0.091,0.185,0.188,0.298,0.269,0.34,0.457,0.344,117.0,11.0,135.9,-0.4,35.8
4,2013.0,Red Sox,2264.0,6382.0,178.0,853.0,819.0,123.0,0.091,0.205,0.169,0.329,0.277,0.349,0.446,0.347,114.0,13.3,116.7,9.8,35.8
5,2016.0,Red Sox,1823.0,6320.0,208.0,878.0,836.0,83.0,0.08800000000000001,0.184,0.179,0.32,0.282,0.348,0.461,0.346,113.0,10.6,109.9,18.0,34.8
6,2012.0,Angels,2267.0,6121.0,187.0,767.0,732.0,134.0,0.073,0.182,0.159,0.311,0.274,0.332,0.433,0.331,113.0,13.5,109.8,20.7,34.8
7,2011.0,Rangers,2186.0,6261.0,210.0,855.0,807.0,143.0,0.076,0.149,0.177,0.304,0.283,0.34,0.46,0.347,112.0,20.6,107.4,17.2,34.6
8,2010.0,Reds,2370.0,6285.0,188.0,790.0,761.0,93.0,0.083,0.19399999999999998,0.164,0.314,0.272,0.338,0.436,0.34,106.0,12.7,57.2,80.5,34.5
9,2009.0,Rays,2345.0,6223.0,199.0,803.0,765.0,194.0,0.10300000000000001,0.19699999999999998,0.177,0.303,0.263,0.343,0.439,0.342,109.0,21.6,90.5,31.6,33.5
10,2008.0,Red Sox,2293.0,6402.0,173.0,845.0,807.0,120.0,0.10099999999999999,0.16699999999999998,0.168,0.315,0.28,0.358,0.447,0.351,110.0,-4.7,72.2,43.3,33.4
11,2009.0,Yankees,2369.0,6449.0,244.0,915.0,881.0,111.0,0.10300000000000001,0.157,0.194,0.306,0.283,0.362,0.478,0.365,117.0,0.2,137.5,-24.8,33.3
12,2017.0,Astros,2313.0,6271.0,238.0,896.0,854.0,98.0,0.081,0.17300000000000001,0.196,0.309,0.282,0.346,0.478,0.349,122.0,-0.4,167.9,-49.9,33.3
13,2014.0,Dodgers,2364.0,6231.0,134.0,718.0,686.0,138.0,0.083,0.2,0.14,0.318,0.265,0.333,0.406,0.327,112.0,-0.4,81.4,33.5,33.2
14,2018.0,Dodgers,2574.0,6358.0,235.0,804.0,756.0,75.0,0.102,0.226,0.191,0.294,0.25,0.333,0.442,0.333,111.0,11.4,99.0,20.5,33.0
15,2011.0,Yankees,2301.0,6306.0,222.0,867.0,836.0,147.0,0.099,0.18,0.181,0.292,0.263,0.343,0.444,0.345,113.0,6.6,101.6,6.3,33.0
16,2008.0,Cardinals,2396.0,6370.0,174.0,779.0,744.0,73.0,0.091,0.155,0.152,0.312,0.281,0.35,0.433,0.342,107.0,-10.0,46.4,72.3,32.4
17,2010.0,Yankees,2313.0,6379.0,201.0,859.0,823.0,103.0,0.10400000000000001,0.17800000000000002,0.169,0.3,0.267,0.35,0.436,0.346,112.0,12.1,101.5,-8.1,32.3
18,2009.0,Phillies,2285.0,6338.0,224.0,820.0,788.0,119.0,0.09300000000000001,0.182,0.189,0.286,0.258,0.334,0.447,0.339,103.0,20.0,42.5,68.9,31.5
19,2008.0,Phillies,2396.0,6273.0,214.0,799.0,762.0,136.0,0.09300000000000001,0.17800000000000002,0.182,0.283,0.255,0.332,0.438,0.334,98.0,23.6,4.7,107.5,31.4
20,2010.0,Rays,2361.0,6270.0,160.0,802.0,769.0,172.0,0.107,0.20600000000000002,0.156,0.293,0.247,0.333,0.403,0.326,106.0,37.6,78.6,8.7,31.3
21,2008.0,Rays,2299.0,6312.0,180.0,774.0,735.0,142.0,0.099,0.19399999999999998,0.162,0.302,0.26,0.34,0.422,0.335,105.0,5.6,43.8,52.0,31.1
22,2018.0,Athletics,2403.0,6255.0,227.0,813.0,778.0,35.0,0.08800000000000001,0.221,0.187,0.294,0.252,0.325,0.439,0.329,110.0,-5.8,70.1,25.8,31.1
23,2008.0,Cubs,2345.0,6384.0,184.0,855.0,811.0,87.0,0.1,0.18600000000000003,0.165,0.321,0.278,0.354,0.443,0.349,104.0,6.1,33.2,70.9,31.0
24,2017.0,Dodgers,2464.0,6191.0,221.0,770.0,730.0,77.0,0.105,0.223,0.188,0.293,0.249,0.334,0.437,0.33,104.0,5.8,40.6,64.3,30.4
25,2012.0,Yankees,2367.0,6231.0,245.0,804.0,774.0,93.0,0.091,0.18899999999999997,0.188,0.293,0.265,0.337,0.453,0.342,113.0,2.3,97.3,-17.1,29.9
26,2018.0,Red Sox,2345.0,6302.0,208.0,876.0,829.0,125.0,0.09,0.19899999999999998,0.185,0.309,0.268,0.339,0.453,0.34,110.0,-5.1,71.9,8.1,29.6
27,2014.0,Pirates,2362.0,6224.0,156.0,682.0,659.0,104.0,0.084,0.2,0.145,0.307,0.259,0.33,0.404,0.325,108.0,3.8,61.6,19.3,29.5
28,2018.0,Yankees,2269.0,6271.0,267.0,851.0,821.0,63.0,0.1,0.22699999999999998,0.202,0.285,0.249,0.329,0.451,0.335,111.0,14.6,93.6,-14.7,29.4
29,2011.0,Rays,2284.0,6152.0,172.0,707.0,674.0,155.0,0.09300000000000001,0.19399999999999998,0.159,0.281,0.244,0.322,0.402,0.319,103.0,10.4,35.1,43.7,29.4
30,2014.0,Angels,2468.0,6284.0,155.0,773.0,729.0,81.0,0.078,0.201,0.147,0.305,0.259,0.322,0.406,0.321,110.0,1.3,67.3,1.9,29.3
31,2011.0,Diamondbacks,2230.0,6096.0,172.0,731.0,702.0,133.0,0.087,0.205,0.163,0.294,0.25,0.322,0.413,0.322,97.0,9.0,-14.8,99.4,29.0
32,2011.0,Reds,2358.0,6329.0,183.0,735.0,697.0,97.0,0.085,0.198,0.152,0.297,0.256,0.326,0.408,0.322,99.0,8.7,3.6,71.0,28.7
33,2009.0,Angels,2246.0,6305.0,173.0,883.0,841.0,148.0,0.087,0.16699999999999998,0.156,0.322,0.285,0.35,0.441,0.346,108.0,8.6,75.5,-4.5,28.7
34,2015.0,Giants,2342.0,6153.0,136.0,696.0,663.0,93.0,0.07400000000000001,0.188,0.139,0.313,0.267,0.326,0.406,0.318,104.0,-0.4,25.6,52.3,28.6
35,2008.0,Mets,2405.0,6388.0,172.0,799.0,751.0,138.0,0.09699999999999999,0.16,0.154,0.296,0.266,0.34,0.42,0.332,100.0,12.7,13.4,66.1,28.6
36,2011.0,Cardinals,2403.0,6242.0,162.0,762.0,726.0,57.0,0.087,0.157,0.151,0.305,0.273,0.341,0.425,0.334,112.0,-16.5,72.3,2.7,28.4
37,2017.0,Yankees,2294.0,6354.0,241.0,858.0,821.0,90.0,0.09699999999999999,0.218,0.185,0.304,0.262,0.339,0.447,0.336,108.0,11.1,70.3,-6.9,28.1
38,2017.0,Marlins,2399.0,6248.0,194.0,778.0,743.0,91.0,0.078,0.205,0.163,0.313,0.267,0.331,0.431,0.325,102.0,1.4,13.7,63.5,27.9
39,2012.0,Giants,2384.0,6200.0,103.0,718.0,675.0,118.0,0.078,0.177,0.128,0.315,0.269,0.327,0.397,0.314,101.0,13.0,22.4,48.3,27.6
40,2017.0,Cubs,2420.0,6283.0,223.0,822.0,785.0,62.0,0.099,0.223,0.182,0.302,0.255,0.338,0.437,0.331,101.0,-6.8,4.2,68.1,27.5
41,2012.0,Cardinals,2391.0,6326.0,159.0,765.0,732.0,91.0,0.084,0.188,0.15,0.316,0.271,0.338,0.421,0.329,106.0,-1.6,46.5,18.6,27.4
42,2018.0,Cubs,2490.0,6369.0,167.0,761.0,722.0,66.0,0.09,0.218,0.152,0.313,0.258,0.333,0.41,0.321,100.0,2.2,-1.6,63.9,27.2
43,2015.0,Dodgers,2379.0,6090.0,187.0,667.0,638.0,59.0,0.092,0.207,0.163,0.292,0.25,0.326,0.413,0.322,106.0,-15.3,28.2,38.1,27.2
44,2018.0,Indians,2413.0,6300.0,216.0,818.0,786.0,135.0,0.08800000000000001,0.18899999999999997,0.176,0.291,0.259,0.332,0.434,0.33,104.0,13.7,46.5,8.6,27.0
45,2013.0,Tigers,2274.0,6388.0,176.0,796.0,767.0,35.0,0.083,0.168,0.151,0.32,0.283,0.346,0.434,0.341,114.0,-19.0,83.7,-39.6,27.0
46,2011.0,Brewers,2292.0,6113.0,185.0,721.0,693.0,94.0,0.079,0.177,0.164,0.293,0.261,0.325,0.425,0.327,103.0,0.3,20.6,43.4,26.9
47,2010.0,Brewers,2262.0,6304.0,182.0,750.0,710.0,81.0,0.087,0.193,0.161,0.304,0.262,0.335,0.424,0.334,104.0,0.6,32.4,30.3,26.8
48,2014.0,Nationals,2265.0,6216.0,152.0,686.0,635.0,101.0,0.083,0.21,0.14,0.303,0.253,0.321,0.393,0.317,99.0,15.3,8.4,48.0,26.8
49,2014.0,Orioles,2294.0,6130.0,211.0,705.0,681.0,44.0,0.065,0.21,0.166,0.296,0.256,0.311,0.422,0.323,104.0,-6.2,21.9,28.4,26.7
50,2018.0,Brewers,2496.0,6210.0,218.0,754.0,711.0,124.0,0.086,0.235,0.172,0.302,0.252,0.323,0.424,0.322,99.0,8.2,1.0,61.2,26.6
51,2010.0,Twins,2290.0,6257.0,142.0,781.0,749.0,68.0,0.08900000000000001,0.155,0.148,0.306,0.273,0.341,0.422,0.335,106.0,-15.8,29.5,13.7,26.6
52,2014.0,Tigers,2330.0,6202.0,155.0,757.0,731.0,106.0,0.071,0.184,0.15,0.319,0.277,0.331,0.426,0.331,112.0,-7.3,73.0,-26.9,26.5
53,2010.0,Giants,2354.0,6143.0,162.0,697.0,660.0,55.0,0.079,0.179,0.151,0.293,0.257,0.321,0.408,0.32,98.0,-18.3,-31.6,94.2,26.3
54,2013.0,Dodgers,2336.0,6145.0,138.0,649.0,618.0,78.0,0.077,0.18600000000000003,0.133,0.308,0.264,0.326,0.396,0.317,103.0,-8.0,14.7,41.2,26.0
55,2013.0,Orioles,2246.0,6144.0,212.0,745.0,719.0,79.0,0.068,0.183,0.171,0.288,0.26,0.313,0.431,0.323,101.0,13.8,16.4,26.8,26.0
56,2013.0,Athletics,2313.0,6209.0,186.0,767.0,725.0,74.0,0.092,0.19,0.165,0.289,0.254,0.327,0.419,0.327,108.0,10.0,66.2,-26.3,25.9
57,2013.0,Rays,2423.0,6242.0,165.0,700.0,670.0,73.0,0.094,0.188,0.151,0.295,0.257,0.329,0.408,0.324,107.0,2.5,50.1,-11.9,25.8
58,2009.0,Dodgers,2352.0,6385.0,145.0,780.0,739.0,116.0,0.095,0.16699999999999998,0.141,0.309,0.27,0.346,0.412,0.332,102.0,4.0,18.7,34.1,25.8
59,2018.0,Braves,2377.0,6251.0,175.0,759.0,717.0,90.0,0.08199999999999999,0.20600000000000002,0.161,0.302,0.257,0.324,0.417,0.319,97.0,12.6,-13.2,65.3,25.7
60,2017.0,Indians,2367.0,6234.0,212.0,818.0,780.0,88.0,0.09699999999999999,0.185,0.186,0.295,0.263,0.339,0.449,0.336,105.0,11.1,49.7,-6.3,25.7
61,2008.0,Rangers,2281.0,6478.0,194.0,901.0,867.0,81.0,0.092,0.18600000000000003,0.179,0.325,0.283,0.354,0.462,0.355,112.0,11.1,108.1,-73.4,25.6
62,2012.0,Brewers,2415.0,6224.0,202.0,776.0,741.0,158.0,0.075,0.19899999999999998,0.177,0.299,0.259,0.325,0.437,0.329,102.0,12.1,29.5,19.6,25.4
63,2013.0,Braves,2293.0,6133.0,181.0,688.0,656.0,64.0,0.08800000000000001,0.226,0.153,0.3,0.249,0.321,0.402,0.318,102.0,-5.7,3.8,45.9,25.3
64,2017.0,Nationals,2322.0,6214.0,215.0,819.0,796.0,108.0,0.087,0.214,0.183,0.311,0.266,0.332,0.449,0.331,99.0,11.9,5.0,47.5,25.3
65,2008.0,Brewers,2227.0,6252.0,198.0,750.0,722.0,108.0,0.08800000000000001,0.192,0.179,0.287,0.253,0.325,0.431,0.329,97.0,8.9,-11.7,61.6,25.2
66,2018.0,Cardinals,2464.0,6200.0,205.0,759.0,725.0,63.0,0.085,0.223,0.16,0.294,0.249,0.321,0.409,0.316,98.0,12.9,-1.1,48.3,25.1
67,2010.0,Tigers,2274.0,6312.0,152.0,751.0,717.0,69.0,0.087,0.182,0.147,0.311,0.268,0.335,0.415,0.33,102.0,9.7,23.9,2.2,25.1
68,2013.0,Giants,2396.0,6168.0,107.0,629.0,596.0,67.0,0.076,0.175,0.121,0.304,0.26,0.32,0.381,0.309,100.0,-4.1,-1.7,46.6,24.9
69,2018.0,Nationals,2441.0,6288.0,191.0,771.0,737.0,119.0,0.1,0.205,0.164,0.297,0.254,0.335,0.419,0.325,101.0,8.4,14.0,28.9,24.9
70,2009.0,Brewers,2321.0,6296.0,182.0,785.0,757.0,68.0,0.09699999999999999,0.196,0.164,0.305,0.263,0.341,0.426,0.336,103.0,-9.6,10.2,36.5,24.9
71,2018.0,Astros,2348.0,6146.0,205.0,797.0,763.0,71.0,0.092,0.195,0.17,0.289,0.255,0.329,0.425,0.327,110.0,-7.0,65.1,-26.1,24.8
72,2017.0,Cardinals,2416.0,6219.0,196.0,761.0,728.0,81.0,0.095,0.217,0.17,0.304,0.256,0.334,0.426,0.326,100.0,2.0,-1.4,49.0,24.8
73,2014.0,Blue Jays,2397.0,6167.0,177.0,723.0,690.0,78.0,0.081,0.187,0.155,0.295,0.259,0.323,0.414,0.325,107.0,0.0,44.9,-13.4,24.7
74,2015.0,Astros,2333.0,6073.0,230.0,729.0,691.0,121.0,0.08,0.22899999999999998,0.187,0.292,0.25,0.315,0.437,0.325,108.0,8.1,66.8,-30.8,24.7
75,2017.0,Twins,2324.0,6261.0,206.0,815.0,781.0,95.0,0.095,0.214,0.174,0.306,0.26,0.334,0.434,0.329,102.0,14.4,30.6,0.9,24.6
76,2009.0,Red Sox,2317.0,6344.0,212.0,872.0,822.0,126.0,0.10400000000000001,0.177,0.184,0.301,0.27,0.352,0.454,0.351,106.0,-7.7,40.7,-13.2,24.5
77,2018.0,Angels,2467.0,6108.0,214.0,721.0,690.0,89.0,0.084,0.213,0.171,0.277,0.242,0.313,0.413,0.313,100.0,2.8,5.4,31.0,24.4
78,2010.0,Red Sox,2327.0,6356.0,211.0,818.0,782.0,68.0,0.092,0.179,0.183,0.299,0.268,0.339,0.451,0.345,109.0,-7.2,59.7,-41.3,24.4
79,2015.0,Cubs,2406.0,6200.0,171.0,689.0,657.0,95.0,0.091,0.245,0.154,0.305,0.244,0.321,0.398,0.313,96.0,15.1,-15.8,52.7,24.4
80,2010.0,Phillies,2277.0,6291.0,166.0,772.0,736.0,108.0,0.08900000000000001,0.16899999999999998,0.153,0.292,0.26,0.332,0.413,0.327,99.0,13.3,5.5,33.5,24.3
81,2012.0,Nationals,2338.0,6221.0,194.0,731.0,688.0,105.0,0.077,0.213,0.166,0.308,0.261,0.322,0.428,0.324,101.0,-4.1,4.7,34.2,24.3
82,2012.0,Rangers,2236.0,6216.0,200.0,808.0,780.0,91.0,0.077,0.177,0.173,0.306,0.273,0.334,0.446,0.336,106.0,-5.8,39.5,-12.8,24.3
83,2013.0,Cardinals,2341.0,6202.0,125.0,783.0,745.0,45.0,0.078,0.179,0.133,0.314,0.269,0.332,0.401,0.322,104.0,-9.1,21.0,15.2,24.1
84,2008.0,Indians,2199.0,6299.0,171.0,805.0,772.0,77.0,0.08900000000000001,0.193,0.162,0.305,0.262,0.339,0.424,0.334,103.0,0.7,24.6,-0.4,23.9
85,2018.0,Rays,2371.0,6195.0,150.0,716.0,664.0,128.0,0.087,0.22399999999999998,0.148,0.317,0.258,0.333,0.406,0.322,105.0,-0.3,39.8,-11.6,23.9
86,2012.0,Braves,2264.0,6126.0,149.0,700.0,660.0,101.0,0.09300000000000001,0.21,0.142,0.296,0.247,0.32,0.389,0.31,92.0,7.2,-48.9,86.1,23.8
87,2016.0,Giants,2069.0,6271.0,130.0,715.0,675.0,79.0,0.091,0.177,0.14,0.299,0.258,0.329,0.398,0.315,96.0,-2.8,-34.8,67.3,23.8
88,2008.0,Astros,2312.0,6051.0,167.0,712.0,684.0,114.0,0.07400000000000001,0.174,0.152,0.296,0.263,0.323,0.415,0.322,94.0,0.4,-49.2,90.4,23.7
89,2016.0,Indians,1842.0,6155.0,185.0,777.0,733.0,134.0,0.086,0.20199999999999999,0.168,0.304,0.262,0.329,0.43,0.326,100.0,15.8,14.1,9.4,23.6
90,2013.0,Reds,2286.0,6293.0,155.0,698.0,664.0,67.0,0.09300000000000001,0.198,0.142,0.293,0.249,0.327,0.391,0.316,96.0,-2.0,-32.9,61.2,23.5
91,2016.0,Dodgers,2129.0,6164.0,189.0,725.0,680.0,45.0,0.085,0.214,0.16,0.294,0.249,0.319,0.409,0.314,97.0,2.0,-20.2,51.4,23.3
92,2015.0,Diamondbacks,2393.0,6276.0,154.0,720.0,680.0,132.0,0.078,0.209,0.15,0.316,0.264,0.324,0.414,0.319,95.0,12.5,-23.3,47.1,23.3
93,2011.0,Tigers,2309.0,6231.0,169.0,787.0,750.0,49.0,0.084,0.183,0.157,0.318,0.277,0.34,0.434,0.337,109.0,-15.2,48.5,-30.2,23.2
94,2014.0,Giants,2353.0,6087.0,132.0,665.0,636.0,56.0,0.07,0.205,0.133,0.304,0.255,0.311,0.388,0.308,99.0,0.5,-5.1,33.2,23.2
95,2014.0,Athletics,2358.0,6245.0,146.0,729.0,686.0,83.0,0.094,0.177,0.137,0.278,0.244,0.32,0.381,0.312,102.0,11.0,27.2,-12.4,23.2
96,2015.0,Mets,2325.0,6145.0,177.0,683.0,654.0,51.0,0.079,0.21,0.156,0.287,0.244,0.312,0.4,0.309,98.0,6.2,-6.8,33.8,23.2
97,2010.0,Cardinals,2347.0,6241.0,150.0,736.0,689.0,79.0,0.087,0.165,0.139,0.296,0.263,0.332,0.402,0.322,99.0,1.8,-6.8,35.6,23.1
98,2015.0,Cardinals,2406.0,6139.0,137.0,647.0,619.0,69.0,0.08199999999999999,0.20600000000000002,0.142,0.303,0.253,0.321,0.394,0.311,97.0,0.9,-21.2,47.5,23.1
99,2013.0,Indians,2337.0,6165.0,171.0,745.0,711.0,117.0,0.091,0.20800000000000002,0.155,0.3,0.255,0.327,0.41,0.324,104.0,11.5,39.3,-24.6,23.0
100,2010.0,Padres,2352.0,6148.0,132.0,665.0,630.0,124.0,0.08800000000000001,0.192,0.125,0.29,0.246,0.317,0.371,0.304,92.0,9.3,-50.2,80.8,23.0
101,2016.0,Blue Jays,1883.0,6233.0,221.0,759.0,728.0,54.0,0.10099999999999999,0.21899999999999997,0.178,0.289,0.248,0.33,0.426,0.327,104.0,-9.0,21.9,-8.2,22.8
102,2015.0,Royals,2263.0,6116.0,139.0,724.0,689.0,104.0,0.063,0.159,0.144,0.301,0.269,0.322,0.412,0.318,99.0,-0.3,-8.3,24.5,22.8
103,2009.0,Cardinals,2358.0,6168.0,160.0,730.0,694.0,75.0,0.086,0.16899999999999998,0.152,0.296,0.263,0.332,0.415,0.325,98.0,13.4,-1.6,30.9,22.7
104,2016.0,Marlins,2227.0,6133.0,128.0,655.0,626.0,71.0,0.073,0.198,0.131,0.314,0.263,0.322,0.394,0.309,95.0,2.4,-40.1,65.5,22.6
105,2017.0,Mets,2396.0,6169.0,224.0,735.0,713.0,58.0,0.086,0.209,0.184,0.286,0.25,0.32,0.434,0.322,101.0,-11.3,-4.3,29.8,22.5
106,2016.0,Mariners,1927.0,6227.0,223.0,768.0,735.0,56.0,0.081,0.207,0.171,0.297,0.259,0.326,0.43,0.325,108.0,-13.5,44.6,-35.6,22.4
107,2012.0,Reds,2211.0,6115.0,172.0,669.0,636.0,87.0,0.079,0.207,0.159,0.296,0.251,0.315,0.411,0.314,93.0,13.5,-36.0,59.1,22.3
108,2017.0,Mariners,2323.0,6166.0,200.0,750.0,714.0,89.0,0.079,0.205,0.165,0.3,0.259,0.325,0.424,0.321,104.0,-12.6,15.0,-3.7,22.3
109,2011.0,Angels,2187.0,6088.0,155.0,667.0,629.0,135.0,0.073,0.17800000000000002,0.149,0.288,0.253,0.313,0.402,0.313,98.0,-3.8,-14.6,28.1,22.2
