,Season,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR
220,2012.0,Dodgers,2356.0,6091.0,116.0,637.0,607.0,104.0,0.079,0.19,0.122,0.298,0.252,0.317,0.374,0.302,90.0,-8.6,-81.9,40.8,15.5
221,2012.0,Mets,2420.0,6091.0,139.0,650.0,625.0,79.0,0.083,0.205,0.137,0.298,0.249,0.316,0.386,0.306,94.0,-3.2,-48.8,7.2,15.4
222,2018.0,Twins,2351.0,6154.0,166.0,738.0,704.0,47.0,0.087,0.21600000000000003,0.155,0.298,0.25,0.318,0.405,0.313,95.0,0.6,-39.2,-16.5,15.1
223,2009.0,Mets,2377.0,6159.0,95.0,671.0,631.0,122.0,0.085,0.151,0.124,0.307,0.27,0.335,0.394,0.32,94.0,-5.4,-48.2,1.0,15.0
224,2016.0,Yankees,1813.0,6058.0,183.0,680.0,647.0,72.0,0.078,0.196,0.153,0.289,0.252,0.314,0.405,0.311,92.0,10.6,-49.7,-7.1,15.0
225,2013.0,Rockies,2330.0,6152.0,159.0,706.0,673.0,112.0,0.069,0.196,0.149,0.317,0.27,0.323,0.418,0.324,87.0,17.4,-72.7,26.1,15.0
226,2018.0,Rangers,2300.0,6163.0,194.0,737.0,696.0,74.0,0.09,0.24100000000000002,0.164,0.292,0.24,0.318,0.404,0.315,90.0,7.2,-66.1,8.7,15.0
227,2011.0,Nationals,2341.0,6090.0,154.0,624.0,594.0,106.0,0.077,0.217,0.14,0.292,0.242,0.309,0.383,0.305,89.0,3.7,-73.4,25.4,14.9
228,2014.0,Braves,2252.0,6064.0,123.0,573.0,545.0,95.0,0.078,0.226,0.119,0.298,0.241,0.305,0.36,0.296,86.0,-4.4,-98.9,51.4,14.9
229,2010.0,White Sox,2212.0,6118.0,177.0,752.0,710.0,160.0,0.076,0.151,0.152,0.292,0.268,0.332,0.42,0.332,100.0,-8.1,-7.7,-58.4,14.8
230,2018.0,Rockies,2368.0,6178.0,210.0,780.0,748.0,95.0,0.08199999999999999,0.226,0.179,0.304,0.256,0.322,0.435,0.325,87.0,3.2,-94.1,42.4,14.8
231,2014.0,Reds,2213.0,5978.0,131.0,595.0,562.0,122.0,0.069,0.209,0.127,0.284,0.238,0.296,0.365,0.294,83.0,-1.2,-115.4,69.9,14.8
232,2009.0,Pirates,2195.0,6058.0,125.0,636.0,612.0,90.0,0.08199999999999999,0.18899999999999997,0.135,0.296,0.252,0.318,0.387,0.31,86.0,-6.2,-113.0,66.3,14.8
233,2011.0,Braves,2322.0,6169.0,173.0,641.0,606.0,77.0,0.08199999999999999,0.204,0.144,0.284,0.243,0.308,0.387,0.306,91.0,-4.8,-70.5,18.3,14.8
234,2010.0,Rockies,2379.0,6265.0,173.0,770.0,741.0,99.0,0.09300000000000001,0.203,0.162,0.31,0.263,0.336,0.425,0.333,91.0,9.3,-62.1,8.7,14.7
235,2008.0,Padres,2343.0,6244.0,154.0,637.0,615.0,36.0,0.083,0.20199999999999999,0.14,0.294,0.25,0.317,0.39,0.311,92.0,-4.2,-63.7,8.0,14.6
236,2016.0,Reds,2120.0,6094.0,164.0,716.0,678.0,139.0,0.07400000000000001,0.21100000000000002,0.152,0.303,0.256,0.316,0.408,0.311,89.0,-4.3,-89.9,38.4,14.6
237,2014.0,Mariners,2333.0,5977.0,136.0,634.0,600.0,96.0,0.066,0.20600000000000002,0.132,0.29,0.244,0.3,0.376,0.299,94.0,3.2,-37.5,-18.8,14.5
238,2017.0,Braves,2374.0,6216.0,165.0,732.0,706.0,77.0,0.076,0.19,0.15,0.305,0.263,0.326,0.412,0.316,89.0,4.3,-82.3,25.6,14.5
239,2011.0,Cubs,2373.0,6130.0,148.0,654.0,610.0,69.0,0.069,0.196,0.144,0.301,0.256,0.314,0.401,0.314,91.0,-17.7,-80.2,25.6,14.4
240,2012.0,Twins,2271.0,6209.0,131.0,701.0,666.0,135.0,0.081,0.172,0.13,0.298,0.26,0.325,0.39,0.313,95.0,0.7,-32.5,-35.0,14.4
241,2010.0,Cubs,2307.0,6140.0,149.0,685.0,658.0,55.0,0.078,0.201,0.145,0.304,0.257,0.32,0.401,0.318,90.0,-10.3,-81.7,29.3,14.4
242,2008.0,Athletics,2282.0,6138.0,125.0,646.0,610.0,88.0,0.094,0.2,0.127,0.289,0.242,0.318,0.369,0.306,86.0,12.4,-92.6,26.2,14.3
243,2015.0,Padres,2396.0,6019.0,148.0,650.0,623.0,82.0,0.071,0.22,0.142,0.292,0.243,0.3,0.385,0.298,90.0,5.0,-63.2,10.0,14.2
244,2012.0,Pirates,2360.0,6014.0,170.0,651.0,620.0,73.0,0.07400000000000001,0.225,0.152,0.291,0.243,0.304,0.395,0.304,91.0,-0.3,-67.8,15.2,14.0
245,2008.0,Dodgers,2376.0,6194.0,137.0,700.0,659.0,126.0,0.08800000000000001,0.16699999999999998,0.134,0.301,0.264,0.333,0.399,0.321,93.0,5.1,-51.1,-9.8,13.9
246,2011.0,Indians,2287.0,6142.0,154.0,704.0,671.0,89.0,0.08,0.207,0.146,0.297,0.25,0.317,0.396,0.314,99.0,0.4,-8.5,-58.2,13.9
247,2017.0,Rockies,2374.0,6201.0,192.0,824.0,793.0,59.0,0.084,0.22699999999999998,0.171,0.332,0.273,0.338,0.444,0.332,87.0,-6.4,-111.5,49.5,13.9
248,2012.0,Orioles,2282.0,6160.0,214.0,712.0,677.0,58.0,0.078,0.213,0.17,0.286,0.247,0.311,0.417,0.317,96.0,-17.1,-44.0,-27.3,13.8
249,2012.0,Royals,2249.0,6149.0,131.0,676.0,643.0,132.0,0.066,0.168,0.135,0.302,0.265,0.317,0.4,0.311,94.0,-7.4,-50.8,-20.1,13.8
250,2017.0,White Sox,2289.0,6059.0,186.0,706.0,670.0,71.0,0.066,0.231,0.161,0.309,0.256,0.314,0.417,0.313,95.0,-1.9,-41.4,-28.8,13.8
251,2014.0,Indians,2391.0,6222.0,142.0,669.0,644.0,104.0,0.081,0.191,0.136,0.296,0.253,0.317,0.389,0.313,98.0,9.9,-1.7,-69.6,13.7
252,2016.0,Twins,1873.0,6245.0,200.0,722.0,690.0,91.0,0.08199999999999999,0.228,0.171,0.3,0.251,0.316,0.421,0.317,95.0,7.8,-28.5,-48.3,13.6
253,2010.0,Dodgers,2310.0,6140.0,120.0,667.0,621.0,92.0,0.087,0.193,0.127,0.299,0.252,0.322,0.379,0.309,92.0,1.3,-60.6,1.1,13.6
254,2011.0,Rockies,2348.0,6275.0,163.0,735.0,697.0,118.0,0.08800000000000001,0.191,0.152,0.3,0.258,0.329,0.41,0.324,88.0,-1.8,-92.5,25.6,13.5
255,2018.0,Royals,2184.0,6063.0,155.0,638.0,606.0,117.0,0.07,0.21600000000000003,0.146,0.293,0.245,0.305,0.392,0.303,88.0,-7.4,-93.5,25.1,13.5
256,2010.0,Angels,2236.0,6089.0,155.0,681.0,656.0,104.0,0.077,0.17600000000000002,0.142,0.281,0.248,0.311,0.39,0.31,94.0,-8.8,-54.2,-23.7,13.5
257,2015.0,Twins,2311.0,6017.0,156.0,696.0,661.0,70.0,0.073,0.21,0.152,0.292,0.247,0.305,0.399,0.305,89.0,-5.5,-80.4,11.6,13.4
258,2013.0,Twins,2332.0,6212.0,151.0,614.0,590.0,52.0,0.086,0.23,0.138,0.298,0.242,0.312,0.38,0.307,91.0,1.2,-66.1,-11.1,13.3
259,2016.0,Royals,1820.0,6052.0,147.0,675.0,640.0,121.0,0.063,0.20199999999999999,0.139,0.309,0.261,0.312,0.4,0.307,89.0,-4.3,-83.9,9.3,13.2
260,2012.0,Blue Jays,2289.0,6094.0,198.0,716.0,677.0,123.0,0.078,0.205,0.161,0.281,0.245,0.309,0.407,0.311,92.0,2.5,-55.8,-19.3,13.2
261,2014.0,White Sox,2285.0,6077.0,155.0,660.0,625.0,85.0,0.069,0.22399999999999998,0.146,0.306,0.253,0.31,0.398,0.312,99.0,-13.1,-23.5,-48.1,13.1
262,2017.0,Phillies,2308.0,6133.0,174.0,690.0,654.0,59.0,0.081,0.231,0.159,0.304,0.25,0.315,0.409,0.31,88.0,-9.5,-102.0,34.5,13.1
263,2009.0,Astros,2340.0,6040.0,142.0,643.0,616.0,113.0,0.07400000000000001,0.16399999999999998,0.14,0.293,0.26,0.319,0.4,0.315,89.0,-18.0,-99.0,36.0,13.1
264,2011.0,Astros,2377.0,6150.0,95.0,615.0,579.0,118.0,0.065,0.18899999999999997,0.116,0.308,0.258,0.311,0.374,0.301,88.0,-0.6,-89.1,21.7,13.1
265,2012.0,Rockies,2429.0,6183.0,166.0,758.0,716.0,100.0,0.073,0.196,0.163,0.321,0.274,0.33,0.436,0.331,90.0,2.8,-73.8,6.2,13.0
266,2017.0,Royals,2342.0,6027.0,193.0,702.0,660.0,91.0,0.065,0.193,0.16,0.295,0.259,0.311,0.42,0.312,91.0,2.5,-61.9,-15.8,12.9
267,2014.0,Phillies,2282.0,6198.0,125.0,619.0,584.0,109.0,0.071,0.21100000000000002,0.121,0.292,0.242,0.302,0.363,0.295,86.0,10.6,-85.5,15.2,12.8
268,2014.0,Rangers,2264.0,6026.0,111.0,637.0,597.0,105.0,0.069,0.193,0.119,0.305,0.256,0.314,0.375,0.305,90.0,-1.8,-66.8,-6.6,12.7
269,2015.0,Athletics,2349.0,6171.0,146.0,694.0,661.0,78.0,0.077,0.18100000000000002,0.144,0.288,0.251,0.312,0.395,0.308,95.0,-1.0,-34.1,-46.2,12.7
270,2016.0,Brewers,2023.0,6061.0,194.0,671.0,641.0,181.0,0.099,0.255,0.163,0.304,0.244,0.322,0.407,0.315,92.0,5.2,-55.2,-14.1,12.7
271,2017.0,Rangers,2268.0,6122.0,237.0,799.0,756.0,113.0,0.08900000000000001,0.244,0.186,0.291,0.244,0.32,0.43,0.321,91.0,6.3,-58.5,-25.4,12.6
272,2014.0,Astros,2229.0,6055.0,163.0,629.0,596.0,122.0,0.08199999999999999,0.23800000000000002,0.141,0.298,0.242,0.309,0.383,0.308,98.0,3.6,-8.1,-67.7,12.6
273,2008.0,Pirates,2340.0,6278.0,153.0,735.0,705.0,57.0,0.076,0.165,0.145,0.29,0.258,0.32,0.403,0.317,89.0,0.1,-89.2,11.3,12.5
274,2017.0,Orioles,2351.0,6140.0,232.0,743.0,713.0,32.0,0.064,0.23,0.175,0.306,0.26,0.312,0.435,0.318,97.0,-14.9,-41.6,-44.5,12.5
275,2012.0,Marlins,2269.0,6057.0,137.0,609.0,576.0,149.0,0.08,0.203,0.138,0.289,0.244,0.308,0.382,0.3,87.0,2.5,-92.9,23.4,12.4
276,2018.0,Phillies,2474.0,6136.0,186.0,677.0,653.0,69.0,0.095,0.248,0.158,0.289,0.234,0.314,0.393,0.307,91.0,2.9,-64.3,-9.5,12.4
277,2010.0,Indians,2255.0,6165.0,128.0,646.0,601.0,91.0,0.08800000000000001,0.192,0.13,0.293,0.248,0.322,0.378,0.311,94.0,1.3,-40.7,-51.9,12.2
278,2015.0,Braves,2340.0,6034.0,100.0,573.0,548.0,69.0,0.078,0.183,0.108,0.297,0.251,0.314,0.359,0.296,84.0,-2.7,-115.5,41.2,12.0
279,2015.0,Rockies,2436.0,6071.0,186.0,737.0,702.0,97.0,0.064,0.21100000000000002,0.167,0.313,0.265,0.315,0.432,0.321,87.0,4.7,-91.9,14.3,11.8
280,2015.0,Brewers,2377.0,6024.0,145.0,655.0,624.0,84.0,0.068,0.21600000000000003,0.142,0.303,0.251,0.307,0.393,0.304,87.0,1.5,-87.9,10.8,11.7
281,2017.0,Pirates,2371.0,6136.0,151.0,668.0,635.0,67.0,0.085,0.198,0.142,0.286,0.244,0.318,0.386,0.304,85.0,-2.2,-117.7,35.8,11.7
282,2012.0,Indians,2339.0,6195.0,136.0,667.0,635.0,110.0,0.09,0.175,0.131,0.288,0.251,0.324,0.381,0.31,97.0,-13.6,-37.7,-55.1,11.7
283,2013.0,Yankees,2253.0,6044.0,144.0,650.0,614.0,115.0,0.077,0.201,0.133,0.285,0.242,0.307,0.376,0.301,86.0,4.4,-89.2,2.5,11.6
284,2018.0,Blue Jays,2435.0,6076.0,217.0,709.0,680.0,47.0,0.08199999999999999,0.228,0.183,0.286,0.244,0.312,0.427,0.319,101.0,-27.1,-22.8,-65.0,11.5
285,2012.0,Cubs,2341.0,5967.0,137.0,613.0,570.0,94.0,0.075,0.207,0.138,0.286,0.24,0.302,0.378,0.297,81.0,-6.0,-138.9,63.4,11.5
286,2013.0,Mariners,2237.0,6172.0,188.0,624.0,597.0,49.0,0.086,0.21899999999999997,0.152,0.279,0.237,0.306,0.39,0.307,95.0,-6.9,-41.1,-51.5,11.4
287,2012.0,Mariners,2236.0,6057.0,149.0,619.0,584.0,104.0,0.077,0.20800000000000002,0.135,0.276,0.234,0.296,0.369,0.291,87.0,0.1,-89.6,-3.9,11.1
288,2016.0,Phillies,1997.0,5992.0,161.0,610.0,575.0,96.0,0.071,0.23,0.144,0.292,0.24,0.301,0.385,0.296,81.0,0.9,-137.5,54.5,11.1
289,2015.0,Phillies,2321.0,6053.0,130.0,626.0,586.0,88.0,0.064,0.21,0.133,0.299,0.249,0.303,0.382,0.298,86.0,-1.9,-100.3,14.5,10.9
290,2016.0,Padres,2005.0,6000.0,177.0,686.0,654.0,125.0,0.075,0.25,0.155,0.291,0.235,0.299,0.39,0.297,84.0,24.8,-92.3,6.4,10.8
291,2014.0,Diamondbacks,2274.0,6089.0,118.0,615.0,573.0,86.0,0.065,0.191,0.127,0.293,0.248,0.302,0.376,0.3,83.0,1.5,-112.8,26.9,10.7
292,2017.0,Blue Jays,2455.0,6154.0,222.0,693.0,661.0,53.0,0.08800000000000001,0.21600000000000003,0.172,0.276,0.24,0.312,0.412,0.312,93.0,-15.8,-73.0,-32.9,10.6
293,2008.0,Giants,2382.0,6145.0,94.0,640.0,606.0,108.0,0.07400000000000001,0.17,0.12,0.305,0.262,0.321,0.382,0.309,83.0,-15.4,-149.4,55.5,10.5
294,2010.0,Royals,2190.0,6209.0,121.0,676.0,640.0,115.0,0.076,0.146,0.126,0.305,0.274,0.331,0.399,0.323,98.0,-28.4,-42.1,-69.5,10.4
295,2016.0,Braves,1999.0,6192.0,122.0,649.0,615.0,75.0,0.081,0.2,0.13,0.305,0.255,0.321,0.384,0.304,86.0,-6.1,-110.8,14.4,10.3
296,2011.0,Orioles,2262.0,6156.0,191.0,708.0,684.0,81.0,0.073,0.182,0.156,0.288,0.257,0.316,0.413,0.32,96.0,-11.3,-39.1,-63.0,10.2
297,2008.0,Reds,2392.0,6188.0,187.0,704.0,677.0,85.0,0.09,0.182,0.161,0.278,0.247,0.321,0.408,0.319,87.0,1.1,-103.3,5.0,10.2
298,2009.0,Orioles,2281.0,6233.0,160.0,741.0,708.0,76.0,0.083,0.163,0.147,0.3,0.268,0.332,0.415,0.328,93.0,-20.1,-74.3,-37.1,10.2
299,2008.0,Rockies,2310.0,6312.0,160.0,747.0,714.0,141.0,0.09,0.192,0.152,0.308,0.263,0.336,0.415,0.33,88.0,15.2,-80.7,-22.6,10.1
300,2018.0,Marlins,2434.0,6083.0,128.0,589.0,554.0,45.0,0.075,0.228,0.119,0.293,0.237,0.303,0.357,0.289,83.0,-15.8,-140.1,44.1,9.9
301,2018.0,White Sox,2348.0,6071.0,182.0,656.0,639.0,98.0,0.07,0.263,0.16,0.304,0.241,0.302,0.401,0.304,92.0,-7.2,-66.7,-37.1,9.9
302,2011.0,Pirates,2444.0,6064.0,107.0,610.0,580.0,108.0,0.081,0.21600000000000003,0.123,0.301,0.244,0.309,0.368,0.299,87.0,-15.2,-103.1,7.8,9.8
303,2011.0,White Sox,2206.0,6159.0,154.0,654.0,625.0,81.0,0.077,0.161,0.136,0.28,0.252,0.319,0.388,0.312,90.0,-9.9,-80.0,-26.0,9.8
304,2013.0,Phillies,2310.0,6014.0,140.0,610.0,578.0,73.0,0.069,0.2,0.135,0.293,0.248,0.306,0.384,0.303,89.0,-7.4,-81.9,-8.6,9.8
305,2017.0,Giants,2372.0,6137.0,128.0,639.0,612.0,76.0,0.076,0.196,0.132,0.294,0.249,0.309,0.38,0.296,82.0,2.6,-142.9,39.8,9.6
306,2008.0,Diamondbacks,2280.0,6156.0,159.0,720.0,683.0,58.0,0.095,0.209,0.164,0.299,0.251,0.327,0.415,0.324,88.0,12.1,-83.9,-23.6,9.2
307,2008.0,Mariners,2296.0,6176.0,124.0,671.0,631.0,90.0,0.068,0.14400000000000002,0.124,0.294,0.265,0.318,0.389,0.31,90.0,-8.9,-86.1,-36.2,8.9
308,2008.0,Nationals,2397.0,6192.0,117.0,641.0,608.0,81.0,0.086,0.177,0.122,0.292,0.251,0.323,0.373,0.31,84.0,-16.8,-145.4,29.8,8.5
309,2011.0,Athletics,2229.0,6104.0,114.0,645.0,612.0,117.0,0.083,0.179,0.125,0.283,0.244,0.311,0.369,0.301,89.0,-6.5,-82.2,-35.8,8.4
310,2014.0,Padres,2362.0,5905.0,109.0,535.0,500.0,91.0,0.079,0.21899999999999997,0.115,0.277,0.226,0.292,0.342,0.283,82.0,-6.2,-128.7,23.6,8.0
311,2018.0,Tigers,2323.0,6029.0,135.0,630.0,597.0,70.0,0.071,0.222,0.138,0.293,0.241,0.3,0.38,0.295,84.0,6.4,-107.5,-13.4,8.0
312,2018.0,Padres,2380.0,6059.0,162.0,617.0,583.0,95.0,0.078,0.251,0.145,0.294,0.235,0.297,0.38,0.294,84.0,-5.7,-122.1,5.9,7.8
313,2009.0,White Sox,2241.0,6132.0,184.0,724.0,695.0,113.0,0.087,0.16699999999999998,0.153,0.285,0.258,0.329,0.411,0.326,91.0,-13.0,-84.0,-48.2,7.7
314,2010.0,Orioles,2240.0,6109.0,133.0,613.0,577.0,76.0,0.069,0.17300000000000001,0.127,0.296,0.259,0.316,0.386,0.31,87.0,-21.0,-111.8,-23.9,7.6
315,2018.0,Giants,2412.0,6113.0,133.0,603.0,573.0,77.0,0.073,0.24,0.129,0.299,0.239,0.3,0.368,0.29,82.0,-2.9,-140.9,17.5,7.2
316,2008.0,Royals,2250.0,6118.0,120.0,691.0,650.0,79.0,0.064,0.16399999999999998,0.128,0.307,0.269,0.32,0.397,0.315,87.0,-9.5,-109.1,-29.7,7.0
317,2015.0,White Sox,2265.0,6070.0,136.0,622.0,595.0,68.0,0.067,0.203,0.13,0.296,0.25,0.306,0.38,0.3,89.0,-15.2,-94.3,-40.0,6.7
318,2017.0,Padres,2342.0,5954.0,189.0,604.0,576.0,89.0,0.077,0.252,0.16,0.287,0.234,0.299,0.393,0.298,82.0,6.7,-132.0,3.1,6.4
319,2012.0,Astros,2421.0,6014.0,146.0,583.0,545.0,105.0,0.077,0.22699999999999998,0.135,0.288,0.236,0.302,0.371,0.296,82.0,-16.9,-144.4,18.2,6.3
320,2011.0,Mariners,2090.0,5972.0,109.0,556.0,534.0,125.0,0.073,0.214,0.115,0.283,0.233,0.292,0.348,0.283,80.0,11.9,-124.4,-14.2,5.7
321,2010.0,Astros,2358.0,6005.0,108.0,611.0,577.0,100.0,0.069,0.171,0.115,0.285,0.247,0.303,0.362,0.295,79.0,-6.4,-156.6,23.7,5.6
322,2013.0,Marlins,2244.0,6021.0,95.0,513.0,485.0,78.0,0.07200000000000001,0.205,0.104,0.28,0.231,0.293,0.335,0.279,74.0,-5.2,-178.9,44.4,5.1
323,2013.0,White Sox,2279.0,6077.0,148.0,598.0,574.0,105.0,0.068,0.19899999999999998,0.129,0.291,0.249,0.302,0.378,0.299,85.0,-12.7,-117.5,-33.1,4.9
324,2016.0,Athletics,1912.0,6022.0,169.0,653.0,634.0,50.0,0.073,0.19,0.149,0.28,0.246,0.304,0.395,0.302,89.0,-22.2,-100.5,-57.9,4.5
325,2010.0,Mariners,2104.0,5989.0,101.0,513.0,485.0,142.0,0.077,0.198,0.104,0.282,0.236,0.298,0.339,0.285,79.0,-1.0,-148.8,-12.3,4.5
326,2010.0,Pirates,2327.0,5974.0,126.0,587.0,570.0,87.0,0.078,0.20199999999999999,0.131,0.288,0.242,0.304,0.373,0.3,84.0,-5.8,-119.0,-30.8,3.7
327,2011.0,Twins,2269.0,6020.0,103.0,619.0,572.0,92.0,0.073,0.174,0.113,0.288,0.247,0.306,0.36,0.296,82.0,-6.5,-133.4,-29.4,3.3
328,2018.0,Orioles,2313.0,6034.0,188.0,622.0,593.0,81.0,0.07,0.23399999999999999,0.152,0.286,0.239,0.298,0.391,0.299,87.0,-9.6,-107.0,-65.0,2.7
329,2009.0,Royals,2247.0,6103.0,144.0,686.0,657.0,88.0,0.075,0.179,0.146,0.298,0.259,0.318,0.405,0.318,88.0,-18.9,-110.3,-78.6,2.0
330,2013.0,Astros,2266.0,6020.0,148.0,610.0,566.0,110.0,0.071,0.255,0.136,0.304,0.24,0.299,0.375,0.298,85.0,-8.9,-112.7,-63.1,1.9
